loc,title,bedroom,bathroom,parking_space,price
Kwara,Mansion,4.0,3.0,2.0,3255668.963
Kogi,Flat,8.0,2.0,6.0,2302333.903
Plateau,Cottage,4.0,2.0,4.0,1461579.627
Akwa Ibom,Flat,3.0,1.0,3.0,1704618.296
Anambra,Terrace duplex,5.0,2.0,6.0,2234301.476
Gombe,Apartment,1.0,1.0,3.0,789763.4818
Kaduna,Penthouse,2.0,1.0,4.0,1925213.223
Ogun,Detached duplex,5.0,2.0,1.0,2672229.137
Gombe,Flat,5.0,1.0,4.0,1425280.514
Anambra,Flat,3.0,1.0,2.0,1459709.037
Gombe,Flat,3.0,2.0,1.0,1149218.903
Yobe,Penthouse,5.0,2.0,4.0,2162015.618
Osun,Semi-detached duplex,4.0,3.0,6.0,1960905.736
Kebbi,Terrace duplex,9.0,5.0,3.0,2507488.183
Taraba,Flat,4.0,3.0,3.0,1590208.673
Sokoto,Flat,1.0,1.0,3.0,871991.2195
Ondo,Flat,2.0,1.0,4.0,1490341.588
Cross River,Bungalow,6.0,5.0,2.0,2521415.693
Lagos,Semi-detached duplex,9.0,7.0,2.0,4944499.791
Edo,Bungalow,4.0,3.0,5.0,1954061.906
Nasarawa,Flat,4.0,1.0,3.0,1530960.268
Gombe,Penthouse,8.0,3.0,1.0,3147297.346
Borno,Penthouse,7.0,4.0,5.0,2776805.202
Niger,Flat,1.0,1.0,3.0,913645.1539
Zamfara,Terrace duplex,9.0,6.0,3.0,2497332.989
Imo,Flat,2.0,1.0,3.0,1138826.329
Yobe,Penthouse,6.0,4.0,4.0,2514321.859
Adamawa,Apartment,5.0,4.0,5.0,1676546.596
Plateau,Flat,5.0,2.0,4.0,1459406.676
Nasarawa,Semi-detached duplex,3.0,2.0,2.0,1521929.756
Osun,Mansion,1.0,1.0,4.0,1352960.484
Katsina,Detached duplex,3.0,2.0,2.0,1643465.251
Kano,Semi-detached duplex,6.0,5.0,6.0,2390454.642
Enugu,Bungalow,3.0,3.0,2.0,1550402.339
Niger,Cottage,3.0,1.0,4.0,1279621.915
Niger,Terrace duplex,6.0,6.0,1.0,2103724.824
Cross River,Penthouse,2.0,1.0,3.0,2423370.455
Ogun,Terrace duplex,4.0,1.0,3.0,2070485.516
Cross River,Terrace duplex,3.0,1.0,1.0,1634694.567
Cross River,Detached duplex,3.0,2.0,2.0,2159486.874
Cross River,Terrace duplex,5.0,4.0,6.0,2510308.256
Ebonyi,Townhouse,4.0,1.0,1.0,1434217.653
Zamfara,Townhouse,5.0,1.0,3.0,1535003.496
Jigawa,Terrace duplex,8.0,5.0,3.0,2370759.405
Abia,Townhouse,4.0,4.0,3.0,1615838.637
Kebbi,Penthouse,7.0,2.0,2.0,2598912.197
Enugu,Bungalow,6.0,2.0,5.0,2224199.083
Kebbi,Apartment,3.0,2.0,4.0,1148927.071
Katsina,Apartment,2.0,2.0,2.0,1007142.92
Oyo,Semi-detached duplex,3.0,2.0,4.0,1801505.458
Kwara,Mansion,6.0,4.0,1.0,3684885.998
Ondo,Penthouse,7.0,5.0,4.0,3708423.31
Kaduna,Semi-detached duplex,1.0,1.0,4.0,1012806.471
Bayelsa,Flat,8.0,6.0,4.0,3604609.412
Kano,Penthouse,1.0,1.0,1.0,1662405.273
Kano,Bungalow,1.0,1.0,4.0,1050514.151
Oyo,Apartment,5.0,4.0,6.0,1973357.666
Cross River,Flat,2.0,1.0,2.0,1552477.478
Jigawa,Cottage,4.0,1.0,1.0,1276200.467
Ebonyi,Apartment,5.0,5.0,3.0,1442548.804
Taraba,Flat,4.0,1.0,5.0,1475225.65
Abia,Terrace duplex,3.0,3.0,4.0,1314289.582
Niger,Townhouse,6.0,5.0,4.0,2393953.636
Ekiti,Detached duplex,5.0,5.0,6.0,2558763.887
Edo,Semi-detached duplex,9.0,1.0,5.0,3090948.066
Osun,Townhouse,7.0,7.0,4.0,2856337.379
Ondo,Apartment,1.0,1.0,2.0,1152588.385
Kano,Bungalow,9.0,2.0,4.0,2682314.595
Kwara,Flat,3.0,2.0,1.0,1237453.712
Kwara,Mansion,9.0,7.0,3.0,5066226.305
Gombe,Semi-detached duplex,5.0,2.0,4.0,1829264.046
Ogun,Mansion,3.0,2.0,2.0,5438703.962
Nasarawa,Flat,1.0,1.0,3.0,933426.0792
Lagos,Penthouse,7.0,7.0,3.0,5991789.973
Lagos,Flat,8.0,6.0,2.0,4125430.448
Gombe,Penthouse,5.0,4.0,2.0,2581172.016
Kogi,Flat,1.0,1.0,3.0,850723.2989
Cross River,Detached duplex,4.0,1.0,3.0,2238763.878
Borno,Apartment,6.0,3.0,2.0,1550354.502
Kaduna,Semi-detached duplex,5.0,4.0,6.0,2052312.735
Kaduna,Bungalow,3.0,1.0,3.0,1218130.28
Sokoto,Apartment,3.0,2.0,2.0,996509.0315
Zamfara,Townhouse,4.0,3.0,4.0,1764168.414
Benue,Semi-detached duplex,5.0,2.0,4.0,1696376.8
Gombe,Flat,5.0,1.0,4.0,1011220.764
Osun,Flat,8.0,2.0,1.0,2377863.536
Kebbi,Semi-detached duplex,6.0,5.0,6.0,2042416.863
Delta,Semi-detached duplex,4.0,3.0,3.0,2394802.615
Anambra,Bungalow,3.0,2.0,4.0,1641609.954
Benue,Apartment,5.0,2.0,3.0,1431641.323
Ondo,Bungalow,7.0,4.0,5.0,2520059.171
Ekiti,Detached duplex,5.0,3.0,2.0,2333025.04
Ondo,Detached duplex,4.0,3.0,4.0,2468584.364
Delta,Detached duplex,3.0,1.0,3.0,2295277.786
Yobe,Apartment,3.0,2.0,4.0,1116901.678
Yobe,Bungalow,2.0,1.0,6.0,1062199.464
Plateau,Terrace duplex,3.0,1.0,2.0,1362184.499
Abia,Detached duplex,2.0,1.0,3.0,1242950.064
Rivers,Apartment,7.0,7.0,5.0,2910425.276
Ebonyi,Detached duplex,2.0,1.0,3.0,1213497.817
Cross River,Semi-detached duplex,6.0,6.0,1.0,2687584.375
Anambra,Penthouse,5.0,2.0,4.0,2869174.142
Ondo,Apartment,3.0,1.0,2.0,1318877.253
Rivers,Apartment,5.0,5.0,2.0,2269403.777
Anambra,Detached duplex,5.0,1.0,3.0,2258821.338
Jigawa,Flat,3.0,1.0,1.0,1086161.073
Kebbi,Townhouse,4.0,1.0,4.0,1111329.91
Borno,Penthouse,4.0,1.0,5.0,1952882.529
Gombe,Apartment,4.0,3.0,2.0,1443499.034
Zamfara,Mansion,4.0,2.0,3.0,1601256.006
Gombe,Mansion,2.0,1.0,1.0,2370898.84
Taraba,Townhouse,2.0,1.0,4.0,1320821.842
Cross River,Terrace duplex,5.0,2.0,2.0,2192937.371
Bayelsa,Flat,8.0,6.0,4.0,3604609.412
Oyo,Apartment,2.0,1.0,6.0,1391892.67
Adamawa,Flat,3.0,2.0,3.0,1277381.857
Ekiti,Mansion,3.0,3.0,3.0,3089350.375
Kano,Bungalow,8.0,3.0,4.0,2483373.586
Oyo,Flat,5.0,2.0,3.0,1824022.472
Katsina,Semi-detached duplex,6.0,1.0,2.0,1950945.726
Enugu,Apartment,3.0,2.0,3.0,1375911.363
Zamfara,Semi-detached duplex,5.0,2.0,2.0,1521593.3
Abia,Terrace duplex,4.0,2.0,4.0,1371385.493
Abia,Semi-detached duplex,2.0,1.0,3.0,1077581.645
Enugu,Apartment,3.0,1.0,5.0,1387194.911
Cross River,Penthouse,1.0,1.0,2.0,2211945.867
Jigawa,Bungalow,6.0,5.0,6.0,1821414.945
Bayelsa,Semi-detached duplex,2.0,1.0,3.0,2075277.676
Akwa Ibom,Penthouse,3.0,2.0,5.0,3094176.761
Niger,Apartment,3.0,1.0,4.0,1097272.029
Benue,Apartment,2.0,2.0,2.0,965282.063
Rivers,Apartment,1.0,1.0,3.0,1418130.956
Akwa Ibom,Semi-detached duplex,7.0,5.0,3.0,3156185.621
Kwara,Mansion,1.0,1.0,3.0,3221555.954
Kebbi,Terrace duplex,7.0,5.0,4.0,2133609.953
Zamfara,Detached duplex,9.0,2.0,2.0,2732910.739
Kogi,Terrace duplex,5.0,1.0,4.0,1411773.525
Cross River,Townhouse,6.0,4.0,2.0,2853559.34
Bayelsa,Townhouse,5.0,1.0,2.0,2769497.67
Osun,Bungalow,1.0,1.0,4.0,918943.2787
Katsina,Flat,7.0,4.0,5.0,2146610.397
Cross River,Detached duplex,4.0,1.0,1.0,2213769.217
Bauchi,Terrace duplex,1.0,1.0,2.0,866785.6772
Sokoto,Townhouse,6.0,1.0,1.0,1889168.182
Plateau,Cottage,3.0,1.0,4.0,1311270.235
Ebonyi,Terrace duplex,8.0,3.0,4.0,2288593.304
Ogun,Bungalow,3.0,2.0,3.0,1853090.605
Sokoto,Apartment,3.0,2.0,4.0,1037604.456
Lagos,Penthouse,3.0,3.0,5.0,4064418.747
Katsina,Bungalow,3.0,1.0,3.0,1124229.48
Rivers,Penthouse,7.0,3.0,2.0,4349712.437
Yobe,Penthouse,3.0,2.0,4.0,1878260.288
Osun,Penthouse,9.0,6.0,1.0,3890836.909
Ebonyi,Penthouse,5.0,3.0,3.0,2269136.684
Benue,Apartment,1.0,1.0,3.0,844581.9736
Nasarawa,Terrace duplex,5.0,4.0,2.0,2108383.636
Delta,Apartment,5.0,5.0,1.0,2101610.754
Bauchi,Detached duplex,8.0,6.0,4.0,2716034.269
Ondo,Terrace duplex,8.0,1.0,5.0,2855102.593
Jigawa,Penthouse,4.0,3.0,1.0,1923545.304
Abia,Townhouse,8.0,6.0,3.0,2561091.793
Zamfara,Semi-detached duplex,5.0,1.0,3.0,1471310.138
Ogun,Detached duplex,7.0,7.0,6.0,3694056.284
Ondo,Terrace duplex,1.0,1.0,3.0,1403176.905
Zamfara,Penthouse,3.0,2.0,2.0,1907864.606
Edo,Detached duplex,2.0,1.0,4.0,1973526.396
Enugu,Penthouse,8.0,2.0,5.0,3849368.372
Kwara,Bungalow,1.0,1.0,1.0,936474.7623
Delta,Penthouse,4.0,3.0,6.0,3611673.465
Oyo,Semi-detached duplex,4.0,2.0,4.0,1852879.872
Kano,Cottage,3.0,2.0,1.0,1051590.404
Anambra,Detached duplex,5.0,2.0,1.0,2293618.078
Anambra,Detached duplex,2.0,1.0,3.0,1708433.438
Sokoto,Cottage,5.0,2.0,2.0,1419006.086
Imo,Flat,4.0,3.0,3.0,1851619.565
Zamfara,Terrace duplex,7.0,7.0,5.0,2215776.054
Akwa Ibom,Apartment,4.0,1.0,4.0,1801718.497
Gombe,Flat,7.0,4.0,5.0,2146610.397
Ogun,Terrace duplex,8.0,5.0,2.0,3129490.897
Benue,Penthouse,2.0,1.0,5.0,1806338.075
Abia,Semi-detached duplex,2.0,1.0,1.0,950094.9044
Niger,Apartment,8.0,7.0,1.0,2155644.303
Lagos,Townhouse,1.0,1.0,3.0,4490108.581
Edo,Semi-detached duplex,3.0,2.0,3.0,1578239.269
Kwara,Bungalow,9.0,4.0,2.0,2502130.152
Kebbi,Terrace duplex,9.0,1.0,4.0,2404641.874
Ogun,Penthouse,3.0,1.0,3.0,2483852.898
Kebbi,Flat,1.0,1.0,2.0,582639.5902
Ogun,Terrace duplex,5.0,2.0,1.0,2252362.513
Oyo,Flat,1.0,1.0,3.0,1158853.191
Jigawa,Terrace duplex,7.0,5.0,3.0,2113114.656
Ekiti,Terrace duplex,3.0,2.0,1.0,1470653.516
Cross River,Detached duplex,5.0,2.0,4.0,2702923.028
Enugu,Cottage,2.0,2.0,4.0,1501315.458
Kwara,Detached duplex,1.0,1.0,2.0,1344656.356
Abia,Penthouse,5.0,2.0,1.0,2106179.385
Kaduna,Flat,2.0,1.0,3.0,1041024.85
Osun,Townhouse,5.0,2.0,1.0,1864279.277
Oyo,Flat,2.0,1.0,5.0,1542627.945
Kogi,Flat,5.0,2.0,3.0,1654452.565
Bauchi,Semi-detached duplex,5.0,1.0,1.0,1396936.556
Gombe,Townhouse,5.0,1.0,1.0,1223613.073
Kaduna,Apartment,5.0,1.0,3.0,1435898.246
Bayelsa,Bungalow,9.0,2.0,6.0,3724715.223
Kwara,Penthouse,2.0,2.0,3.0,1685317.874
Edo,Cottage,3.0,1.0,1.0,1089244.028
Benue,Semi-detached duplex,2.0,2.0,2.0,1244832.833
Katsina,Detached duplex,7.0,5.0,3.0,2692598.525
Taraba,Apartment,3.0,2.0,6.0,1341706.76
Niger,Terrace duplex,1.0,1.0,2.0,1093763.647
Kaduna,Detached duplex,1.0,1.0,4.0,1275705.271
Enugu,Townhouse,1.0,1.0,4.0,1681768.828
Niger,Bungalow,6.0,5.0,2.0,1982874.874
Kaduna,Cottage,2.0,1.0,4.0,840431.1101
Enugu,Penthouse,5.0,4.0,1.0,3073336.562
Kaduna,Townhouse,6.0,5.0,4.0,2393953.636
Sokoto,Semi-detached duplex,6.0,1.0,2.0,1775423.264
Niger,Bungalow,5.0,2.0,1.0,1612811.326
Abia,Apartment,9.0,6.0,3.0,2167935.769
Benue,Flat,8.0,6.0,4.0,2385992.073
Bayelsa,Terrace duplex,1.0,1.0,1.0,1772801.605
Katsina,Apartment,2.0,2.0,2.0,1036856.72
Niger,Detached duplex,4.0,2.0,1.0,1692747.124
Ebonyi,Mansion,9.0,6.0,1.0,4303726.959
Ekiti,Apartment,1.0,1.0,6.0,941263.43
Ebonyi,Semi-detached duplex,7.0,6.0,4.0,2164445.355
Jigawa,Flat,3.0,2.0,2.0,1223207.303
Enugu,Townhouse,6.0,1.0,3.0,2529547.829
Kaduna,Flat,3.0,2.0,3.0,1373069.509
Imo,Terrace duplex,3.0,2.0,2.0,1606348.053
Ogun,Townhouse,9.0,1.0,4.0,3548355.881
Bauchi,Townhouse,6.0,3.0,5.0,2048781.508
Kebbi,Mansion,5.0,4.0,5.0,3176906.128
Zamfara,Apartment,3.0,2.0,3.0,974113.2173
Borno,Detached duplex,8.0,4.0,2.0,2590559.227
Ekiti,Bungalow,3.0,3.0,4.0,1466847.156
Enugu,Bungalow,6.0,5.0,3.0,2289615.73
Taraba,Flat,8.0,4.0,2.0,2281701.129
Borno,Terrace duplex,1.0,1.0,3.0,1105780.542
Adamawa,Flat,2.0,1.0,5.0,1202365.716
Ondo,Semi-detached duplex,8.0,3.0,6.0,2972482.737
Zamfara,Bungalow,2.0,1.0,3.0,896270.41
Ekiti,Detached duplex,3.0,2.0,5.0,2005182.405
Kano,Flat,4.0,2.0,1.0,1558301.284
Ekiti,Terrace duplex,9.0,1.0,6.0,2895362.198
Akwa Ibom,Mansion,9.0,1.0,2.0,6419808.07
Zamfara,Semi-detached duplex,5.0,1.0,4.0,1483757.244
Nasarawa,Bungalow,7.0,4.0,4.0,2309911.587
Rivers,Cottage,4.0,1.0,4.0,2296709.568
Anambra,Penthouse,5.0,2.0,1.0,2897374.429
Delta,Mansion,4.0,3.0,3.0,5120291.094
Taraba,Detached duplex,4.0,1.0,3.0,1771604.467
Nasarawa,Townhouse,5.0,1.0,3.0,1960917.816
Borno,Flat,3.0,1.0,1.0,1086161.073
Zamfara,Townhouse,6.0,2.0,1.0,1923429.739
Yobe,Bungalow,8.0,7.0,3.0,2192080.387
Zamfara,Townhouse,2.0,1.0,6.0,1220584.883
Bayelsa,Terrace duplex,4.0,2.0,2.0,2510766.39
Edo,Semi-detached duplex,2.0,1.0,5.0,1716135.772
Kwara,Semi-detached duplex,2.0,1.0,1.0,1204407.517
Oyo,Mansion,2.0,1.0,1.0,3017977.875
Abia,Apartment,3.0,2.0,3.0,989346.3894
Ondo,Terrace duplex,5.0,2.0,1.0,2087906.494
Zamfara,Flat,2.0,1.0,6.0,1171836.448
Sokoto,Mansion,8.0,6.0,6.0,4224290.199
Yobe,Bungalow,4.0,1.0,1.0,1132303.812
Cross River,Detached duplex,9.0,1.0,1.0,3697941.675
Delta,Semi-detached duplex,5.0,4.0,3.0,2751391.567
Oyo,Mansion,2.0,1.0,4.0,2924424.551
Anambra,Townhouse,4.0,2.0,3.0,2058953.224
Benue,Semi-detached duplex,2.0,1.0,2.0,1146906.981
Niger,Detached duplex,2.0,2.0,1.0,1460530.345
Kano,Flat,4.0,3.0,2.0,1616964.94
Kwara,Townhouse,2.0,1.0,3.0,1412264.265
Anambra,Penthouse,5.0,5.0,3.0,3009707.956
Ogun,Terrace duplex,2.0,2.0,3.0,1819614.365
Kano,Terrace duplex,1.0,1.0,4.0,1126646.867
Cross River,Mansion,5.0,4.0,3.0,4602955.645
Akwa Ibom,Mansion,5.0,1.0,2.0,6338359.268
Lagos,Detached duplex,8.0,1.0,1.0,4868556.744
Akwa Ibom,Semi-detached duplex,4.0,3.0,3.0,2289081.238
Osun,Semi-detached duplex,1.0,1.0,3.0,1231529.961
Ekiti,Penthouse,3.0,2.0,3.0,2375100.477
Sokoto,Detached duplex,7.0,5.0,2.0,2412575.815
Yobe,Flat,5.0,4.0,2.0,1676546.596
Ondo,Terrace duplex,1.0,1.0,2.0,1549836.045
Plateau,Semi-detached duplex,3.0,1.0,3.0,1357768.543
Katsina,Mansion,5.0,2.0,3.0,3319723.683
Oyo,Apartment,5.0,4.0,4.0,1904834.551
Katsina,Townhouse,5.0,4.0,3.0,2191930.718
Kebbi,Bungalow,4.0,1.0,4.0,899959.1493
Anambra,Cottage,1.0,1.0,3.0,905000.9906
Lagos,Cottage,4.0,1.0,3.0,4851586.158
Kogi,Semi-detached duplex,4.0,2.0,4.0,1420407.305
Rivers,Apartment,4.0,2.0,4.0,1967818.235
Gombe,Bungalow,6.0,4.0,3.0,1909720.936
Yobe,Apartment,3.0,1.0,4.0,1013070.834
Imo,Detached duplex,5.0,2.0,1.0,2021958.557
Jigawa,Apartment,5.0,1.0,4.0,1202974.226
Nasarawa,Terrace duplex,1.0,1.0,4.0,1216884.382
Kogi,Bungalow,5.0,4.0,1.0,1675461.031
Delta,Penthouse,4.0,2.0,4.0,3128401.305
Yobe,Semi-detached duplex,5.0,2.0,4.0,1492308.381
Kogi,Mansion,5.0,1.0,4.0,3294776.13
Oyo,Townhouse,7.0,1.0,2.0,2742438.237
Kebbi,Mansion,7.0,6.0,4.0,3844034.3
Anambra,Flat,3.0,2.0,2.0,1458180.339
Jigawa,Mansion,3.0,1.0,4.0,1433164.497
Taraba,Terrace duplex,1.0,1.0,2.0,1073248.31
Osun,Bungalow,9.0,6.0,6.0,2846699.628
Gombe,Semi-detached duplex,1.0,1.0,6.0,1241981.781
Borno,Penthouse,8.0,5.0,1.0,2938111.346
Katsina,Bungalow,2.0,1.0,4.0,1003747.649
Ondo,Detached duplex,5.0,2.0,3.0,2363329.636
Borno,Apartment,9.0,1.0,2.0,2032079.532
Cross River,Apartment,6.0,1.0,4.0,2098557.822
Nasarawa,Semi-detached duplex,1.0,1.0,2.0,1104789.931
Imo,Semi-detached duplex,1.0,1.0,1.0,1101372.24
Edo,Terrace duplex,1.0,1.0,1.0,1300568.338
Abia,Flat,7.0,1.0,2.0,1823004.147
Ekiti,Terrace duplex,1.0,1.0,2.0,1177476.608
Imo,Flat,4.0,2.0,2.0,1507145.012
Plateau,Flat,2.0,1.0,1.0,1001051.893
Kaduna,Townhouse,4.0,2.0,3.0,1528197.954
Benue,Flat,7.0,2.0,4.0,2104781.312
Ekiti,Semi-detached duplex,4.0,2.0,4.0,1789266.993
Edo,Detached duplex,5.0,2.0,3.0,2379818.197
Borno,Mansion,5.0,1.0,2.0,3873586.54
Osun,Penthouse,5.0,4.0,6.0,3000651.013
Adamawa,Townhouse,1.0,1.0,3.0,1163564.941
Kebbi,Mansion,5.0,4.0,1.0,3199125.604
Osun,Mansion,5.0,2.0,2.0,4859968.201
Taraba,Bungalow,6.0,5.0,4.0,2024516.113
Ekiti,Mansion,3.0,3.0,5.0,3200610.561
Edo,Terrace duplex,8.0,5.0,2.0,2943467.899
Ondo,Detached duplex,8.0,2.0,6.0,3410046.209
Taraba,Terrace duplex,2.0,1.0,6.0,1356763.962
Nasarawa,Terrace duplex,8.0,1.0,6.0,2672060.326
Gombe,Flat,7.0,4.0,2.0,2084148.538
Zamfara,Townhouse,5.0,2.0,1.0,1722448.672
Oyo,Bungalow,1.0,1.0,5.0,1385371.044
Edo,Semi-detached duplex,1.0,1.0,3.0,1549836.045
Kano,Semi-detached duplex,5.0,2.0,4.0,1920267.966
Plateau,Terrace duplex,5.0,2.0,4.0,1829264.046
Kwara,Terrace duplex,6.0,5.0,5.0,2232658.072
Katsina,Detached duplex,2.0,1.0,5.0,1638362.535
Kano,Townhouse,6.0,2.0,6.0,2463157.212
Nasarawa,Cottage,2.0,2.0,3.0,1394022.647
Borno,Flat,5.0,2.0,3.0,1339964.053
Borno,Flat,6.0,5.0,3.0,1821579.31
Yobe,Mansion,6.0,3.0,4.0,3227524.042
Kwara,Semi-detached duplex,1.0,1.0,4.0,1054083.911
Yobe,Detached duplex,4.0,1.0,4.0,1545632.328
Niger,Bungalow,2.0,1.0,1.0,1213057.795
Kaduna,Cottage,1.0,1.0,4.0,716482.0502
Delta,Terrace duplex,7.0,3.0,4.0,3085599.04
Kwara,Townhouse,5.0,5.0,3.0,2074697.329
Kwara,Penthouse,3.0,2.0,4.0,2075512.515
Enugu,Bungalow,4.0,2.0,6.0,1823463.418
Zamfara,Mansion,2.0,1.0,3.0,1192210.397
Imo,Apartment,5.0,4.0,3.0,1656209.238
Anambra,Terrace duplex,7.0,5.0,2.0,2709678.238
Yobe,Flat,8.0,1.0,2.0,2009406.869
Zamfara,Penthouse,2.0,1.0,4.0,1481182.113
Ogun,Townhouse,3.0,2.0,4.0,2326337.495
Nasarawa,Flat,3.0,2.0,1.0,1355808.363
Ebonyi,Terrace duplex,4.0,3.0,2.0,1550225.77
Akwa Ibom,Mansion,1.0,1.0,4.0,3187305.666
Enugu,Terrace duplex,3.0,2.0,3.0,1700612.938
Bauchi,Terrace duplex,8.0,6.0,2.0,2299118.319
Nasarawa,Mansion,5.0,2.0,1.0,4724241.323
Ondo,Penthouse,5.0,4.0,4.0,3200212.213
Taraba,Cottage,2.0,1.0,2.0,1217514.409
Abia,Penthouse,1.0,1.0,5.0,1388122.447
Enugu,Mansion,4.0,3.0,6.0,3952093.612
Yobe,Mansion,4.0,1.0,6.0,2739172.191
Kwara,Terrace duplex,6.0,2.0,3.0,1962762.988
Sokoto,Semi-detached duplex,3.0,1.0,3.0,1198403.358
Ondo,Mansion,3.0,1.0,1.0,4221597.092
Kaduna,Apartment,4.0,3.0,4.0,1452525.873
Kaduna,Townhouse,7.0,4.0,3.0,2468007.621
Katsina,Mansion,5.0,2.0,1.0,1900586.331
Borno,Terrace duplex,9.0,3.0,5.0,2486807.974
Enugu,Semi-detached duplex,1.0,1.0,1.0,1335437.389
Bayelsa,Detached duplex,6.0,5.0,1.0,3952303.329
Ondo,Penthouse,3.0,2.0,6.0,2661836.946
Ekiti,Penthouse,7.0,1.0,2.0,3097674.135
Bauchi,Apartment,1.0,1.0,4.0,839815.2281
Sokoto,Apartment,1.0,1.0,1.0,740237.0148
Borno,Apartment,2.0,1.0,4.0,916863.6229
Kaduna,Townhouse,3.0,2.0,2.0,1667870.536
Rivers,Penthouse,1.0,1.0,6.0,2821371.813
Taraba,Penthouse,1.0,1.0,1.0,1339335.707
Sokoto,Penthouse,2.0,2.0,3.0,1539471.767
Niger,Semi-detached duplex,2.0,1.0,3.0,1116920.559
Abia,Detached duplex,6.0,5.0,3.0,2299634.292
Kaduna,Semi-detached duplex,2.0,1.0,1.0,1060819.553
Taraba,Terrace duplex,4.0,1.0,4.0,1491023.216
Rivers,Flat,4.0,3.0,2.0,2149337.213
Yobe,Flat,1.0,1.0,2.0,936000.915
Sokoto,Penthouse,2.0,2.0,3.0,1667863.527
Benue,Mansion,1.0,1.0,4.0,2520070.079
Jigawa,Penthouse,4.0,2.0,4.0,1882583.919
Kwara,Terrace duplex,4.0,2.0,2.0,1425982.708
Yobe,Penthouse,4.0,4.0,4.0,1968085.328
Bayelsa,Apartment,4.0,1.0,4.0,2030750.373
Bayelsa,Mansion,2.0,1.0,5.0,4769873.532
Plateau,Semi-detached duplex,8.0,4.0,3.0,2495190.848
Lagos,Mansion,7.0,6.0,5.0,8507997.643
Imo,Detached duplex,1.0,1.0,4.0,1557431.662
Zamfara,Penthouse,5.0,2.0,2.0,2080473.737
Rivers,Apartment,8.0,5.0,3.0,2997319.983
Niger,Penthouse,2.0,2.0,1.0,1662946.956
Imo,Flat,5.0,2.0,2.0,1689687.464
Kogi,Townhouse,1.0,1.0,2.0,1072357.327
Bayelsa,Bungalow,1.0,1.0,1.0,1656277.726
Kogi,Apartment,4.0,1.0,3.0,1297261.601
Kwara,Terrace duplex,3.0,1.0,1.0,1326096.647
Bauchi,Detached duplex,9.0,5.0,3.0,2896073.494
Zamfara,Semi-detached duplex,2.0,2.0,3.0,1018603.337
Nasarawa,Semi-detached duplex,8.0,4.0,2.0,2685592.488
Anambra,Terrace duplex,1.0,1.0,3.0,1176465.889
Sokoto,Terrace duplex,1.0,1.0,4.0,1126275.84
Lagos,Semi-detached duplex,3.0,3.0,1.0,2690542.439
Oyo,Terrace duplex,8.0,3.0,4.0,2943203.74
Ondo,Semi-detached duplex,6.0,1.0,1.0,2272711.656
Kano,Apartment,5.0,4.0,5.0,1799861.231
Ogun,Cottage,4.0,2.0,4.0,1472245.589
Delta,Apartment,1.0,1.0,1.0,1259621.053
Bauchi,Mansion,3.0,1.0,1.0,2240851.021
Akwa Ibom,Townhouse,3.0,1.0,3.0,2049502.585
Delta,Bungalow,2.0,1.0,2.0,1820240.468
Jigawa,Flat,1.0,1.0,2.0,771545.4396
Sokoto,Townhouse,5.0,4.0,2.0,2007619.223
Akwa Ibom,Semi-detached duplex,2.0,1.0,2.0,1887910.678
Kaduna,Townhouse,6.0,1.0,1.0,2080939.919
Borno,Semi-detached duplex,7.0,7.0,1.0,2133794.864
Osun,Semi-detached duplex,8.0,4.0,3.0,2711943.584
Abia,Flat,4.0,3.0,5.0,1388516.177
Nasarawa,Semi-detached duplex,4.0,3.0,5.0,1934554.639
Gombe,Semi-detached duplex,3.0,1.0,4.0,931222.7367
Ekiti,Mansion,1.0,1.0,2.0,2882002.553
Adamawa,Townhouse,4.0,1.0,1.0,1502666.972
Delta,Flat,1.0,1.0,3.0,1388856.19
Akwa Ibom,Bungalow,1.0,1.0,3.0,1431059.563
Zamfara,Mansion,2.0,2.0,4.0,3071044.262
Ebonyi,Bungalow,4.0,3.0,1.0,1397871.746
Borno,Apartment,5.0,4.0,3.0,1474574.198
Adamawa,Terrace duplex,5.0,4.0,3.0,1876321.767
Plateau,Townhouse,5.0,2.0,3.0,1849216.441
Ondo,Semi-detached duplex,3.0,3.0,3.0,1830520.297
Delta,Detached duplex,3.0,2.0,2.0,2333405.084
Kwara,Flat,3.0,2.0,2.0,1414898.594
Imo,Townhouse,1.0,1.0,3.0,1315075.757
Ogun,Detached duplex,1.0,1.0,5.0,1941230.45
Adamawa,Apartment,8.0,5.0,4.0,2155479.937
Jigawa,Penthouse,1.0,1.0,6.0,1506806.814
Adamawa,Bungalow,7.0,3.0,1.0,2032003.066
Kwara,Apartment,2.0,2.0,3.0,1034790.218
Kwara,Cottage,2.0,2.0,3.0,1146946.581
Katsina,Townhouse,1.0,1.0,3.0,1176695.232
Borno,Detached duplex,5.0,2.0,2.0,1748369.648
Rivers,Flat,5.0,2.0,5.0,2479060.996
Benue,Mansion,2.0,1.0,3.0,3346200.967
Ondo,Apartment,4.0,2.0,4.0,1625435.285
Ondo,Cottage,2.0,1.0,3.0,994254.5942
Plateau,Detached duplex,5.0,3.0,2.0,2123060.736
Ekiti,Detached duplex,4.0,1.0,3.0,2029996.701
Niger,Terrace duplex,5.0,1.0,1.0,1609741.545
Kogi,Terrace duplex,5.0,4.0,4.0,1982043.144
Imo,Mansion,5.0,5.0,6.0,4097249.406
Gombe,Flat,1.0,1.0,4.0,632824.5736
